Make,Model,Year,URL
Lincoln,Corsair,2020,https://www.caranddriver.com/lincoln/corsair/specs
Lincoln,MKC,2017,https://www.caranddriver.com/lincoln/mkc/specs
Lincoln,MKS,2016,https://www.caranddriver.com/lincoln/mks/specs
Lincoln,MKT,2017,https://www.caranddriver.com/lincoln/mkt/specs
Lincoln,MKX,2017,https://www.caranddriver.com/lincoln/mkx/specs
Lincoln,MKZ,2017,https://www.caranddriver.com/lincoln/mkz/specs
Lincoln,Nautilus,2019,https://www.caranddriver.com/lincoln/nautilus/specs
Lincoln,Nautilus Hybrid,2024,https://www.caranddriver.com/lincoln/nautilus-hybrid/specs
Lincoln,Navigator / Navigator L,2017,https://www.caranddriver.com/lincoln/navigator-/-navigator-l/specs
Lincoln,Star,2025,https://www.caranddriver.com/lincoln/star/specs
Lincoln,Town Car,2011,https://www.caranddriver.com/lincoln/town-car/specs
Mazda,CX-3,2017,https://www.caranddriver.com/mazda/cx-3/specs
Mazda,CX-5,2017,https://www.caranddriver.com/mazda/cx-5/specs
Mazda,CX-7,2012,https://www.caranddriver.com/mazda/cx-7/specs
Mazda,CX-9,2017,https://www.caranddriver.com/mazda/cx-9/specs
Mazda,CX-30,2020,https://www.caranddriver.com/mazda/cx-30/specs
Mazda,CX-50,2023,https://www.caranddriver.com/mazda/cx-50/specs
Mazda,CX-70,2025,https://www.caranddriver.com/mazda/cx-70/specs
Mazda,CX-70 Hybrid,2025,https://www.caranddriver.com/mazda/cx-70-hybrid/specs
Mazda,CX-90,2024,https://www.caranddriver.com/mazda/cx-90/specs
Mazda,CX-90 Hybrid,2024,https://www.caranddriver.com/mazda/cx-90-hybrid/specs
Mazda,Mazda 2,2014,https://www.caranddriver.com/mazda/mazda-2/specs
Mazda,Mazda 3,2017,https://www.caranddriver.com/mazda/mazda-3/specs
Mazda,Mazda 5,2015,https://www.caranddriver.com/mazda/mazda-5/specs
Mazda,Mazda 6,2017,https://www.caranddriver.com/mazda/mazda-6/specs
Mazda,Mazdaspeed 3,2013,https://www.caranddriver.com/mazda/mazdaspeed-3/specs
Mazda,MX-5 Miata,2017,https://www.caranddriver.com/mazda/mx-5-miata/specs
Mazda,MX-30,2022,https://www.caranddriver.com/mazda/mx-30/specs
Mazda,RX-8,2011,https://www.caranddriver.com/mazda/rx-8/specs
Mazda,Tribute,2011,https://www.caranddriver.com/mazda/tribute/specs
McLaren,12C,2014,https://www.caranddriver.com/mclaren/12c/specs
McLaren,570S / 570GT,2017,https://www.caranddriver.com/mclaren/570s-/-570gt/specs
McLaren,600LT,2019,https://www.caranddriver.com/mclaren/600lt/specs
McLaren,650S,2016,https://www.caranddriver.com/mclaren/650s/specs
McLaren,720S,2019,https://www.caranddriver.com/mclaren/720s/specs
McLaren,750S,2024,https://www.caranddriver.com/mclaren/750s/specs
McLaren,765LT,2021,https://www.caranddriver.com/mclaren/765lt/specs
McLaren,Artura,2023,https://www.caranddriver.com/mclaren/artura/specs
McLaren,Elva,2021,https://www.caranddriver.com/mclaren/elva/specs
McLaren,GT / GTS,2020,https://www.caranddriver.com/mclaren/gt-/-gts/specs
McLaren,MP4-12C,2012,https://www.caranddriver.com/mclaren/mp4-12c/specs
McLaren,P1,2014,https://www.caranddriver.com/mclaren/p1/specs
McLaren,Senna,2019,https://www.caranddriver.com/mclaren/senna/specs
McLaren,Speedtail,2020,https://www.caranddriver.com/mclaren/speedtail/specs
Pontiac,Grand Prix,2008,https://www.caranddriver.com/pontiac/grand-prix/specs
Pontiac,Vibe,2010,https://www.caranddriver.com/pontiac/vibe/specs
Porsche,718 Boxster,2017,https://www.caranddriver.com/porsche/718-boxster/specs
Porsche,718 Cayman,2017,https://www.caranddriver.com/porsche/718-cayman/specs
Porsche,718 EV,2025,https://www.caranddriver.com/porsche/718-ev/specs
Porsche,911,2017,https://www.caranddriver.com/porsche/911/specs
Porsche,911 GT2 RS,2019,https://www.caranddriver.com/porsche/911-gt2-rs/specs
Porsche,911 GT3 / GT3 RS,2019,https://www.caranddriver.com/porsche/911-gt3-/-gt3-rs/specs
Porsche,911 Turbo / Turbo S,2019,https://www.caranddriver.com/porsche/911-turbo-/-turbo-s/specs
Porsche,918,2015,https://www.caranddriver.com/porsche/918/specs
Porsche,Cayenne,2017,https://www.caranddriver.com/porsche/cayenne/specs
Porsche,Cayenne Coupe,2020,https://www.caranddriver.com/porsche/cayenne-coupe/specs
Porsche,Cayenne Coupe Turbo / Turbo GT,2020,https://www.caranddriver.com/porsche/cayenne-coupe-turbo-/-turbo-gt/specs
Porsche,Cayenne EV,2026,https://www.caranddriver.com/porsche/cayenne-ev/specs
Porsche,Cayenne Turbo,2017,https://www.caranddriver.com/porsche/cayenne-turbo/specs
Porsche,Macan,2017,https://www.caranddriver.com/porsche/macan/specs
Porsche,Macan EV,2024,https://www.caranddriver.com/porsche/macan-ev/specs
Porsche,Macan GTS,2017,https://www.caranddriver.com/porsche/macan-gts/specs
Porsche,Macan Turbo,2017,https://www.caranddriver.com/porsche/macan-turbo/specs
Porsche,Panamera,2017,https://www.caranddriver.com/porsche/panamera/specs
Porsche,Panamera Sport Turismo,2018,https://www.caranddriver.com/porsche/panamera-sport-turismo/specs
Porsche,Panamera Turbo / Turbo S,2017,https://www.caranddriver.com/porsche/panamera-turbo-/-turbo-s/specs
Porsche,Taycan,2020,https://www.caranddriver.com/porsche/taycan/specs
Porsche,Taycan Cross Turismo,2021,https://www.caranddriver.com/porsche/taycan-cross-turismo/specs
Rivian,Commercial Van,2024,https://www.caranddriver.com/rivian/commercial-van/specs
Rivian,R1S,2022,https://www.caranddriver.com/rivian/r1s/specs
Rivian,R1T,2022,https://www.caranddriver.com/rivian/r1t/specs
Rivian,R2,2026,https://www.caranddriver.com/rivian/r2/specs
Rivian,R3,2027,https://www.caranddriver.com/rivian/r3/specs
Rolls-Royce,Cullinan,2019,https://www.caranddriver.com/rolls-royce/cullinan/specs
Rolls-Royce,Dawn,2019,https://www.caranddriver.com/rolls-royce/dawn/specs
Rolls-Royce,Ghost,2020,https://www.caranddriver.com/rolls-royce/ghost/specs
Rolls-Royce,Ghost Series II,2019,https://www.caranddriver.com/rolls-royce/ghost-series-ii/specs
Rolls-Royce,Phantom,2019,https://www.caranddriver.com/rolls-royce/phantom/specs
Rolls-Royce,Spectre,2024,https://www.caranddriver.com/rolls-royce/spectre/specs
Rolls-Royce,Wraith,2019,https://www.caranddriver.com/rolls-royce/wraith/specs
Saab,9-3,2012,https://www.caranddriver.com/saab/9-3/specs
Saab,9-5,2011,https://www.caranddriver.com/saab/9-5/specs
Saab,9-7X,2009,https://www.caranddriver.com/saab/9-7x/specs
Saturn,Aura,2009,https://www.caranddriver.com/saturn/aura/specs
Saturn,Outlook,2009,https://www.caranddriver.com/saturn/outlook/specs
Saturn,Sky,2009,https://www.caranddriver.com/saturn/sky/specs
Saturn,Vue,2009,https://www.caranddriver.com/saturn/vue/specs
Scion,FR-S,2016,https://www.caranddriver.com/scion/fr-s/specs
Scion,iA,2016,https://www.caranddriver.com/scion/ia/specs
Scion,iM,2016,https://www.caranddriver.com/scion/im/specs
Scion,tC,2016,https://www.caranddriver.com/scion/tc/specs
Scion,xB,2015,https://www.caranddriver.com/scion/xb/specs
Scion,xD,2014,https://www.caranddriver.com/scion/xd/specs
Scout,Pickup,2026,https://www.caranddriver.com/scout/pickup/specs
Scout,SUV,2026,https://www.caranddriver.com/scout/suv/specs
Smart,EQ Fortwo,2018,https://www.caranddriver.com/smart/eq-fortwo/specs
Smart,Fortwo,2017,https://www.caranddriver.com/smart/fortwo/specs
Spyker,C8,2017,https://www.caranddriver.com/spyker/c8/specs
Subaru,Ascent,2019,https://www.caranddriver.com/subaru/ascent/specs
Subaru,BRZ,2017,https://www.caranddriver.com/subaru/brz/specs
Subaru,Crosstrek,2017,https://www.caranddriver.com/subaru/crosstrek/specs
Subaru,Forester,2017,https://www.caranddriver.com/subaru/forester/specs
Subaru,Impreza,2017,https://www.caranddriver.com/subaru/impreza/specs
Subaru,Legacy,2017,https://www.caranddriver.com/subaru/legacy/specs
Subaru,Outback,2017,https://www.caranddriver.com/subaru/outback/specs
Subaru,Solterra,2023,https://www.caranddriver.com/subaru/solterra/specs
Subaru,Tribeca,2014,https://www.caranddriver.com/subaru/tribeca/specs
Subaru,WRX,2017,https://www.caranddriver.com/subaru/wrx/specs
Subaru,WRX STI,2017,https://www.caranddriver.com/subaru/wrx-sti/specs
Suzuki,Equator,2012,https://www.caranddriver.com/suzuki/equator/specs
Suzuki,Forenza,2008,https://www.caranddriver.com/suzuki/forenza/specs
Suzuki,Grand Vitara,2013,https://www.caranddriver.com/suzuki/grand-vitara/specs
Suzuki,Kizashi,2013,https://www.caranddriver.com/suzuki/kizashi/specs
Tesla,Cybertruck,2024,https://www.caranddriver.com/tesla/cybertruck/specs
Tesla,Model 3,2017,https://www.caranddriver.com/tesla/model-3/specs
Tesla,Model S,2017,https://www.caranddriver.com/tesla/model-s/specs
Tesla,Model X,2017,https://www.caranddriver.com/tesla/model-x/specs
Tesla,Model Y,2020,https://www.caranddriver.com/tesla/model-y/specs
Tesla,Roadster,2026,https://www.caranddriver.com/tesla/roadster/specs
Toyota,4Runner,2017,https://www.caranddriver.com/toyota/4runner/specs
Toyota,4Runner Hybrid,2025,https://www.caranddriver.com/toyota/4runner-hybrid/specs
Toyota,Avalon,2017,https://www.caranddriver.com/toyota/avalon/specs
Toyota,bZ3X,2025,https://www.caranddriver.com/toyota/bz3x/specs
Toyota,bZ4X,2023,https://www.caranddriver.com/toyota/bz4x/specs
Toyota,bZ5X,2026,https://www.caranddriver.com/toyota/bz5x/specs
Toyota,C-HR,2018,https://www.caranddriver.com/toyota/c-hr/specs
Toyota,Camry,2017,https://www.caranddriver.com/toyota/camry/specs
Toyota,Camry Solara,2008,https://www.caranddriver.com/toyota/camry-solara/specs
Toyota,Compact Cruiser,2026,https://www.caranddriver.com/toyota/compact-cruiser/specs
Toyota,Corolla,2017,https://www.caranddriver.com/toyota/corolla/specs
Toyota,Corolla Cross,2022,https://www.caranddriver.com/toyota/corolla-cross/specs
Toyota,Corolla Cross Hybrid,2023,https://www.caranddriver.com/toyota/corolla-cross-hybrid/specs
Toyota,Corolla iM,2017,https://www.caranddriver.com/toyota/corolla-im/specs
Toyota,Corolla Pickup,2027,https://www.caranddriver.com/toyota/corolla-pickup/specs
Toyota,Crown,2023,https://www.caranddriver.com/toyota/crown/specs
Toyota,Crown Signia,2025,https://www.caranddriver.com/toyota/crown-signia/specs
Toyota,GR Corolla,2023,https://www.caranddriver.com/toyota/gr-corolla/specs
Toyota,GR Supra,2020,https://www.caranddriver.com/toyota/gr-supra/specs
Toyota,GR86,2017,https://www.caranddriver.com/toyota/gr86/specs
Toyota,Grand Highlander,2024,https://www.caranddriver.com/toyota/grand-highlander/specs
Toyota,Grand Highlander Hybrid,2024,https://www.caranddriver.com/toyota/grand-highlander-hybrid/specs
Toyota,Highlander,2017,https://www.caranddriver.com/toyota/highlander/specs
Toyota,Land Cruiser,2017,https://www.caranddriver.com/toyota/land-cruiser/specs
Toyota,Matrix,2013,https://www.caranddriver.com/toyota/matrix/specs
Toyota,Mirai,2017,https://www.caranddriver.com/toyota/mirai/specs
Toyota,Prius,2017,https://www.caranddriver.com/toyota/prius/specs
Toyota,Prius C,2018,https://www.caranddriver.com/toyota/prius-c/specs
Toyota,Prius Prime,2017,https://www.caranddriver.com/toyota/prius-prime/specs
Toyota,Prius V,2019,https://www.caranddriver.com/toyota/prius-v/specs
Toyota,RAV4,2017,https://www.caranddriver.com/toyota/rav4/specs
Toyota,RAV4 Hybrid,2019,https://www.caranddriver.com/toyota/rav4-hybrid/specs
Toyota,Sequoia,2017,https://www.caranddriver.com/toyota/sequoia/specs
Toyota,Sienna,2017,https://www.caranddriver.com/toyota/sienna/specs
Toyota,Tacoma,2017,https://www.caranddriver.com/toyota/tacoma/specs
Toyota,Tacoma Electric,2026,https://www.caranddriver.com/toyota/tacoma-electric/specs
Toyota,Tacoma Hybrid,2024,https://www.caranddriver.com/toyota/tacoma-hybrid/specs
Toyota,Tundra,2017,https://www.caranddriver.com/toyota/tundra/specs
Toyota,Tundra Hybrid,2022,https://www.caranddriver.com/toyota/tundra-hybrid/specs
Toyota,Venza,2015,https://www.caranddriver.com/toyota/venza/specs
Toyota,Yaris,2017,https://www.caranddriver.com/toyota/yaris/specs
Toyota,Yaris iA,2018,https://www.caranddriver.com/toyota/yaris-ia/specs
VinFast,VF Wild,2026,https://www.caranddriver.com/vinfast/vf-wild/specs
VinFast,VF3,2026,https://www.caranddriver.com/vinfast/vf3/specs
VinFast,VF6,2024,https://www.caranddriver.com/vinfast/vf6/specs
VinFast,VF7,2024,https://www.caranddriver.com/vinfast/vf7/specs
VinFast,VF8,2023,https://www.caranddriver.com/vinfast/vf8/specs
VinFast,VF9,2024,https://www.caranddriver.com/vinfast/vf9/specs
Volkswagen,Arteon,2019,https://www.caranddriver.com/volkswagen/arteon/specs
Volkswagen,Atlas,2018,https://www.caranddriver.com/volkswagen/atlas/specs
Volkswagen,Atlas Cross Sport,2020,https://www.caranddriver.com/volkswagen/atlas-cross-sport/specs
Volkswagen,Beetle,2017,https://www.caranddriver.com/volkswagen/beetle/specs
Volkswagen,CC,2017,https://www.caranddriver.com/volkswagen/cc/specs
Volkswagen,e-Golf,2017,https://www.caranddriver.com/volkswagen/e-golf/specs
Volkswagen,Eos,2016,https://www.caranddriver.com/volkswagen/eos/specs
Volkswagen,Golf,2017,https://www.caranddriver.com/volkswagen/golf/specs
Volkswagen,Golf Alltrack,2018,https://www.caranddriver.com/volkswagen/golf-alltrack/specs
Volkswagen,Golf GTI,2017,https://www.caranddriver.com/volkswagen/golf-gti/specs
Volkswagen,Golf R,2017,https://www.caranddriver.com/volkswagen/golf-r/specs
Volkswagen,Golf SportWagen,2017,https://www.caranddriver.com/volkswagen/golf-sportwagen/specs
Volkswagen,ID.4,2021,https://www.caranddriver.com/volkswagen/id.4/specs
Volkswagen,ID.7,2025,https://www.caranddriver.com/volkswagen/id.7/specs
Volkswagen,ID.8,2026,https://www.caranddriver.com/volkswagen/id.8/specs
Volkswagen,ID.Buzz,2025,https://www.caranddriver.com/volkswagen/id.buzz/specs
Volkswagen,Jetta,2017,https://www.caranddriver.com/volkswagen/jetta/specs
Volkswagen,Jetta GLI,2017,https://www.caranddriver.com/volkswagen/jetta-gli/specs
Volkswagen,New Beetle,2010,https://www.caranddriver.com/volkswagen/new-beetle/specs
Volkswagen,Passat,2017,https://www.caranddriver.com/volkswagen/passat/specs
Volkswagen,Rabbit,2009,https://www.caranddriver.com/volkswagen/rabbit/specs
Volkswagen,Routan,2012,https://www.caranddriver.com/volkswagen/routan/specs
Volkswagen,Taos,2022,https://www.caranddriver.com/volkswagen/taos/specs
Volkswagen,Tiguan,2017,https://www.caranddriver.com/volkswagen/tiguan/specs
Volkswagen,Touareg,2017,https://www.caranddriver.com/volkswagen/touareg/specs
Volvo,C30,2013,https://www.caranddriver.com/volvo/c30/specs
Volvo,C70,2013,https://www.caranddriver.com/volvo/c70/specs
Volvo,EC40,2022,https://www.caranddriver.com/volvo/ec40/specs
Volvo,ES90,2026,https://www.caranddriver.com/volvo/es90/specs
Volvo,EX30,2025,https://www.caranddriver.com/volvo/ex30/specs
Volvo,EX40,2021,https://www.caranddriver.com/volvo/ex40/specs
Volvo,EX90,2025,https://www.caranddriver.com/volvo/ex90/specs
Volvo,S40,2011,https://www.caranddriver.com/volvo/s40/specs
Volvo,S60,2017,https://www.caranddriver.com/volvo/s60/specs
Volvo,S80,2016,https://www.caranddriver.com/volvo/s80/specs
Volvo,S90,2017,https://www.caranddriver.com/volvo/s90/specs
Volvo,V50,2011,https://www.caranddriver.com/volvo/v50/specs
Volvo,V60 / V60 Cross Country,2017,https://www.caranddriver.com/volvo/v60-/-v60-cross-country/specs
Volvo,V70,2010,https://www.caranddriver.com/volvo/v70/specs
Volvo,V90,2018,https://www.caranddriver.com/volvo/v90/specs
Volvo,V90 Cross Country,2017,https://www.caranddriver.com/volvo/v90-cross-country/specs
Volvo,XC40,2019,https://www.caranddriver.com/volvo/xc40/specs
Volvo,XC60,2017,https://www.caranddriver.com/volvo/xc60/specs
Volvo,XC70,2016,https://www.caranddriver.com/volvo/xc70/specs
Volvo,XC90,2017,https://www.caranddriver.com/volvo/xc90/specs
