Make,Model,Year,URL
Hyundai,Elantra Touring,2012,https://www.caranddriver.com/hyundai/elantra-touring/specs
Hyundai,Entourage,2009,https://www.caranddriver.com/hyundai/entourage/specs
Hyundai,Equus,2016,https://www.caranddriver.com/hyundai/equus/specs
Hyundai,Genesis,2016,https://www.caranddriver.com/hyundai/genesis/specs
Hyundai,Genesis coupe,2016,https://www.caranddriver.com/hyundai/genesis-coupe/specs
Hyundai,Ioniq,2017,https://www.caranddriver.com/hyundai/ioniq/specs
Hyundai,Ioniq 5,2022,https://www.caranddriver.com/hyundai/ioniq-5/specs
Hyundai,Ioniq 5 N,2025,https://www.caranddriver.com/hyundai/ioniq-5-n/specs
Hyundai,Ioniq 6,2023,https://www.caranddriver.com/hyundai/ioniq-6/specs
Hyundai,Ioniq 7,2025,https://www.caranddriver.com/hyundai/ioniq-7/specs
Hyundai,Ioniq Electric,2020,https://www.caranddriver.com/hyundai/ioniq-electric/specs
Hyundai,Kona,2018,https://www.caranddriver.com/hyundai/kona/specs
Hyundai,Kona Electric,2019,https://www.caranddriver.com/hyundai/kona-electric/specs
Hyundai,Kona N,2022,https://www.caranddriver.com/hyundai/kona-n/specs
Hyundai,Nexo,2019,https://www.caranddriver.com/hyundai/nexo/specs
Hyundai,Palisade,2020,https://www.caranddriver.com/hyundai/palisade/specs
Hyundai,RM20 N,2023,https://www.caranddriver.com/hyundai/rm20-n/specs
Hyundai,Santa Cruz,2022,https://www.caranddriver.com/hyundai/santa-cruz/specs
Hyundai,Santa Fe,2017,https://www.caranddriver.com/hyundai/santa-fe-/specs
Hyundai,Santa Fe Hybrid,2024,https://www.caranddriver.com/hyundai/santa-fe-hybrid/specs
Hyundai,Santa Fe Sport,2017,https://www.caranddriver.com/hyundai/santa-fe-sport/specs
Hyundai,Sonata,2017,https://www.caranddriver.com/hyundai/sonata/specs
Hyundai,Tiburon,2008,https://www.caranddriver.com/hyundai/tiburon/specs
Hyundai,Tucson,2017,https://www.caranddriver.com/hyundai/tucson/specs
Hyundai,Tucson Fuel Cell,2016,https://www.caranddriver.com/hyundai/tucson-fuel-cell/specs
Hyundai,Tucson Hybrid,2022,https://www.caranddriver.com/hyundai/tucson-hybrid/specs
Hyundai,Veloster,2017,https://www.caranddriver.com/hyundai/veloster/specs
Hyundai,Veloster N,2019,https://www.caranddriver.com/hyundai/veloster-n/specs
Hyundai,Venue,2020,https://www.caranddriver.com/hyundai/venue/specs
Hyundai,Veracruz,2012,https://www.caranddriver.com/hyundai/veracruz/specs
Ineos,Grenadier,2024,https://www.caranddriver.com/ineos/grenadier/specs
Infiniti,EX,2013,https://www.caranddriver.com/infiniti/ex/specs
Infiniti,G,2013,https://www.caranddriver.com/infiniti/g/specs
Infiniti,JX,2013,https://www.caranddriver.com/infiniti/jx/specs
Infiniti,M,2013,https://www.caranddriver.com/infiniti/m/specs
Infiniti,Q50,2017,https://www.caranddriver.com/infiniti/q50/specs
Infiniti,Q50 Red Sport 400,2019,https://www.caranddriver.com/infiniti/q50-red-sport-400/specs
Infiniti,Q60,2017,https://www.caranddriver.com/infiniti/q60/specs
Infiniti,Q60 Red Sport 400,2019,https://www.caranddriver.com/infiniti/q60-red-sport-400/specs
Infiniti,Q70,2017,https://www.caranddriver.com/infiniti/q70/specs
Infiniti,QX,2013,https://www.caranddriver.com/infiniti/qx/specs
Infiniti,QX30,2017,https://www.caranddriver.com/infiniti/qx30/specs
Infiniti,QX50,2017,https://www.caranddriver.com/infiniti/qx50/specs
Infiniti,QX55,2022,https://www.caranddriver.com/infiniti/qx55/specs
Infiniti,QX60,2017,https://www.caranddriver.com/infiniti/qx60/specs
Infiniti,QX65,2025,https://www.caranddriver.com/infiniti/qx65/specs
Infiniti,QX70,2017,https://www.caranddriver.com/infiniti/qx70/specs
Infiniti,QX80,2017,https://www.caranddriver.com/infiniti/qx80/specs
Jaguar,E-Pace,2018,https://www.caranddriver.com/jaguar/e-pace/specs
Jaguar,F-Pace,2017,https://www.caranddriver.com/jaguar/f-pace/specs
Jaguar,F-Pace SVR,2019,https://www.caranddriver.com/jaguar/f-pace-svr/specs
Jaguar,F-Type,2017,https://www.caranddriver.com/jaguar/f-type/specs
Jaguar,F-type R,2019,https://www.caranddriver.com/jaguar/f-type-r/specs
Jaguar,I-Pace,2019,https://www.caranddriver.com/jaguar/i-pace/specs
Jaguar,J-Pace,2021,https://www.caranddriver.com/jaguar/j-pace/specs
Jaguar,XE,2017,https://www.caranddriver.com/jaguar/xe/specs
Jaguar,XF,2017,https://www.caranddriver.com/jaguar/xf/specs
Jaguar,XF Sportbrake,2018,https://www.caranddriver.com/jaguar/xf-sportbrake/specs
Jaguar,XJ,2017,https://www.caranddriver.com/jaguar/xj/specs
Jaguar,XJR575,2019,https://www.caranddriver.com/jaguar/xjr575/specs
Jaguar,XK,2015,https://www.caranddriver.com/jaguar/xk/specs
Jaguar,XKR / XKR-S,2015,https://www.caranddriver.com/jaguar/xkr-/-xkr-s/specs
Karma,GS-6,2021,https://www.caranddriver.com/karma/gs-6/specs
Kia,Amanti,2009,https://www.caranddriver.com/kia/amanti/specs
Kia,Borrego,2010,https://www.caranddriver.com/kia/borrego/specs
Kia,Cadenza,2017,https://www.caranddriver.com/kia/cadenza/specs
Kia,Carnival,2022,https://www.caranddriver.com/kia/carnival/specs
Kia,Carnival Hybrid,2025,https://www.caranddriver.com/kia/carnival-hybrid/specs
Kia,EV3,2026,https://www.caranddriver.com/kia/ev3/specs
Kia,EV4,2026,https://www.caranddriver.com/kia/ev4/specs
Kia,EV5,2025,https://www.caranddriver.com/kia/ev5/specs
Kia,EV6,2022,https://www.caranddriver.com/kia/ev6/specs
Kia,EV9,2024,https://www.caranddriver.com/kia/ev9/specs
Kia,Forte,2017,https://www.caranddriver.com/kia/forte-/specs
Kia,Forte Koup,2016,https://www.caranddriver.com/kia/forte-koup/specs
Kia,K4,2025,https://www.caranddriver.com/kia/k4/specs
Kia,K5,2021,https://www.caranddriver.com/kia/k5/specs
Kia,K900,2017,https://www.caranddriver.com/kia/k900/specs
Kia,Niro EV,2020,https://www.caranddriver.com/kia/niro-ev/specs
Kia,Niro Hybrid,2017,https://www.caranddriver.com/kia/niro-hybrid/specs
Kia,Optima,2017,https://www.caranddriver.com/kia/optima/specs
Kia,Rio,2017,https://www.caranddriver.com/kia/rio/specs
Kia,Rondo,2010,https://www.caranddriver.com/kia/rondo/specs
Kia,Sedona,2017,https://www.caranddriver.com/kia/sedona/specs
Kia,Seltos,2021,https://www.caranddriver.com/kia/seltos/specs
Kia,Sorento,2017,https://www.caranddriver.com/kia/sorento/specs
Kia,Soul,2017,https://www.caranddriver.com/kia/soul/specs
Kia,Soul EV,2019,https://www.caranddriver.com/kia/soul-ev/specs
Kia,Spectra,2009,https://www.caranddriver.com/kia/spectra/specs
Kia,Spectra5,2009,https://www.caranddriver.com/kia/spectra5/specs
Kia,Sportage,2017,https://www.caranddriver.com/kia/sportage/specs
Kia,Sportage Hybrid,2023,https://www.caranddriver.com/kia/sportage-hybrid/specs
Kia,Stinger,2018,https://www.caranddriver.com/kia/stinger/specs
Kia,Telluride,2020,https://www.caranddriver.com/kia/telluride/specs
Koenigsegg,Jesko,2021,https://www.caranddriver.com/koenigsegg/jesko/specs
Koenigsegg,Regera,2019,https://www.caranddriver.com/koenigsegg/regera/specs
Lamborghini,Aventador,2019,https://www.caranddriver.com/lamborghini/aventador/specs
Lamborghini,Countach,2022,https://www.caranddriver.com/lamborghini/countach/specs
Lamborghini,Gallardo,2014,https://www.caranddriver.com/lamborghini/gallardo/specs
Lamborghini,Huracán,2019,https://www.caranddriver.com/lamborghini/huracán/specs
Lamborghini,Lanzador,2028,https://www.caranddriver.com/lamborghini/lanzador/specs
Lamborghini,Murcielago,2009,https://www.caranddriver.com/lamborghini/murcielago/specs
Lamborghini,Revuelto,2024,https://www.caranddriver.com/lamborghini/revuelto/specs
Lamborghini,Sián,2021,https://www.caranddriver.com/lamborghini/sián/specs
Lamborghini,Urus,2019,https://www.caranddriver.com/lamborghini/urus/specs
Land Rover,Defender,2020,https://www.caranddriver.com/land-rover/defender/specs
Land Rover,Defender Sport,2027,https://www.caranddriver.com/land-rover/defender-sport/specs
Land Rover,Discovery,2017,https://www.caranddriver.com/land-rover/discovery/specs
Land Rover,Discovery Sport,2017,https://www.caranddriver.com/land-rover/discovery-sport/specs
Land Rover,LR2,2015,https://www.caranddriver.com/land-rover/lr2/specs
Land Rover,LR3,2009,https://www.caranddriver.com/land-rover/lr3/specs
Land Rover,LR4,2016,https://www.caranddriver.com/land-rover/lr4/specs
Land Rover,Range Rover,2017,https://www.caranddriver.com/land-rover/range-rover/specs
Land Rover,Range Rover EV,2025,https://www.caranddriver.com/land-rover/range-rover-ev/specs
Land Rover,Range Rover Evoque,2017,https://www.caranddriver.com/land-rover/range-rover-evoque/specs
Land Rover,Range Rover Sport,2017,https://www.caranddriver.com/land-rover/range-rover-sport/specs
Land Rover,Range Rover Sport SV,2017,https://www.caranddriver.com/land-rover/range-rover-sport-sv/specs
Land Rover,Range Rover Supercharged,2017,https://www.caranddriver.com/land-rover/range-rover-supercharged/specs
Land Rover,Range Rover Velar,2018,https://www.caranddriver.com/land-rover/range-rover-velar/specs
Lexus,CT,2017,https://www.caranddriver.com/lexus/ct/specs
Lexus,ES,2017,https://www.caranddriver.com/lexus/es/specs
Lexus,EV Supercar,2025,https://www.caranddriver.com/lexus/ev-supercar/specs
Lexus,GS,2017,https://www.caranddriver.com/lexus/gs/specs
Lexus,GS F,2017,https://www.caranddriver.com/lexus/gs-f/specs
Lexus,GX,2017,https://www.caranddriver.com/lexus/gx/specs
Lexus,HS,2012,https://www.caranddriver.com/lexus/hs/specs
Lexus,IS,2017,https://www.caranddriver.com/lexus/is/specs
Lexus,IS F,2014,https://www.caranddriver.com/lexus/is-f/specs
Lexus,LC,2018,https://www.caranddriver.com/lexus/lc/specs
Lexus,LFA,2012,https://www.caranddriver.com/lexus/lfa/specs
Lexus,LS,2017,https://www.caranddriver.com/lexus/ls/specs
Lexus,LX,2017,https://www.caranddriver.com/lexus/lx/specs
Lexus,NX,2017,https://www.caranddriver.com/lexus/nx/specs
Lexus,RC,2017,https://www.caranddriver.com/lexus/rc/specs
Lexus,RC F,2018,https://www.caranddriver.com/lexus/rc-f/specs
Lexus,RX,2017,https://www.caranddriver.com/lexus/rx/specs
Lexus,RX Hybrid,2023,https://www.caranddriver.com/lexus/rx-hybrid/specs
Lexus,RZ,2023,https://www.caranddriver.com/lexus/rz/specs
Lexus,SC,2010,https://www.caranddriver.com/lexus/sc/specs
Lexus,TX,2024,https://www.caranddriver.com/lexus/tx/specs
Lexus,TX Hybrid,2024,https://www.caranddriver.com/lexus/tx-hybrid/specs
Lexus,TZ,2026,https://www.caranddriver.com/lexus/tz/specs
Lexus,UX,2019,https://www.caranddriver.com/lexus/ux/specs
Lordstown,Endurance,2023,https://www.caranddriver.com/lordstown/endurance/specs
Lotus,Eletre,2025,https://www.caranddriver.com/lotus/eletre/specs
Lotus,Elise,2011,https://www.caranddriver.com/lotus/elise/specs
Lotus,Emeya,2025,https://www.caranddriver.com/lotus/emeya/specs
Lotus,Emira,2024,https://www.caranddriver.com/lotus/emira/specs
Lotus,Evija,2023,https://www.caranddriver.com/lotus/evija/specs
Lotus,Evora GT,2017,https://www.caranddriver.com/lotus/evora-gt/specs
Lotus,Exige,2011,https://www.caranddriver.com/lotus/exige/specs
Lotus,Type 135,2028,https://www.caranddriver.com/lotus/type-135/specs
Lucid Motors,Air,2022,https://www.caranddriver.com/lucid-motors/air/specs
Lucid Motors,Gravity,2025,https://www.caranddriver.com/lucid-motors/gravity/specs
Maserati,Ghibli,2017,https://www.caranddriver.com/maserati/ghibli/specs
Maserati,GranCabrio,2024,https://www.caranddriver.com/maserati/grancabrio/specs
Maserati,GranCabrio Folgore,2025,https://www.caranddriver.com/maserati/grancabrio-folgore/specs
Maserati,GranTurismo,2017,https://www.caranddriver.com/maserati/granturismo/specs
Maserati,GranTurismo Folgore,2024,https://www.caranddriver.com/maserati/granturismo-folgore/specs
Maserati,Grecale,2023,https://www.caranddriver.com/maserati/grecale/specs
Maserati,Grecale Folgore,2025,https://www.caranddriver.com/maserati/grecale-folgore/specs
Maserati,Grecale Trofeo,2023,https://www.caranddriver.com/maserati/grecale-trofeo/specs
Maserati,Levante,2017,https://www.caranddriver.com/maserati/levante/specs
Maserati,MC20,2022,https://www.caranddriver.com/maserati/mc20/specs
Maserati,Quattroporte,2017,https://www.caranddriver.com/maserati/quattroporte/specs
Mercedes-AMG,A35 / A45,2020,https://www.caranddriver.com/mercedes-amg/a35-/-a45/specs
Mercedes-AMG,C43,2017,https://www.caranddriver.com/mercedes-amg/c43/specs
Mercedes-AMG,C63,2017,https://www.caranddriver.com/mercedes-amg/c63/specs
Mercedes-AMG,CLA-class,2017,https://www.caranddriver.com/mercedes-amg/cla-class/specs
Mercedes-AMG,CLE53 Coupe,2024,https://www.caranddriver.com/mercedes-amg/cle53-coupe/specs
Mercedes-AMG,CLS53 4Matic,2019,https://www.caranddriver.com/mercedes-amg/cls53-4matic/specs
Mercedes-AMG,CLS63 S 4Matic,2017,https://www.caranddriver.com/mercedes-amg/cls63-s-4matic/specs
Mercedes-AMG,E53,2017,https://www.caranddriver.com/mercedes-amg/e53/specs
Mercedes-AMG,E63 S 4Matic,2018,https://www.caranddriver.com/mercedes-amg/e63-s-4matic/specs
Mercedes-AMG,E63 S Wagon,2019,https://www.caranddriver.com/mercedes-amg/e63-s-wagon/specs
Mercedes-AMG,EQE,2023,https://www.caranddriver.com/mercedes-amg/eqe/specs
Mercedes-AMG,EQE SUV,2024,https://www.caranddriver.com/mercedes-amg/eqe-suv/specs
Mercedes-AMG,EQS,2022,https://www.caranddriver.com/mercedes-amg/eqs/specs
Mercedes-AMG,G63,2017,https://www.caranddriver.com/mercedes-amg/g63/specs
Mercedes-AMG,GL63,2016,https://www.caranddriver.com/mercedes-amg/gl63/specs
Mercedes-AMG,GLA-class,2018,https://www.caranddriver.com/mercedes-amg/gla-class/specs
Mercedes-AMG,GLB35,2021,https://www.caranddriver.com/mercedes-amg/glb35/specs
Mercedes-AMG,GLC-Class,2017,https://www.caranddriver.com/mercedes-amg/glc-class/specs
Mercedes-AMG,GLC-Class Coupe,2018,https://www.caranddriver.com/mercedes-amg/glc-class-coupe/specs
Mercedes-AMG,GLE-class,2017,https://www.caranddriver.com/mercedes-amg/gle-class/specs
Mercedes-AMG,GLE43 Coupe 4Matic / GLE63 S Coupe 4Matic,2019,https://www.caranddriver.com/mercedes-amg/gle43-coupe-4matic-/-gle63-s-coupe-4matic/specs
Mercedes-AMG,GLS63 4Matic,2017,https://www.caranddriver.com/mercedes-amg/gls63-4matic/specs
Mercedes-AMG,GT 4-Door,2019,https://www.caranddriver.com/mercedes-amg/gt-4-door/specs
Mercedes-AMG,GT Coupe,2019,https://www.caranddriver.com/mercedes-amg/gt-coupe/specs
Mercedes-AMG,GT R,2018,https://www.caranddriver.com/mercedes-amg/gt-r/specs
Mercedes-AMG,S63,2017,https://www.caranddriver.com/mercedes-amg/s63/specs
Mercedes-AMG,SL-Class,2019,https://www.caranddriver.com/mercedes-amg/sl-class/specs
Mercedes-AMG,SLC43,2017,https://www.caranddriver.com/mercedes-amg/slc43/specs
Mercedes-Benz,A-class,2019,https://www.caranddriver.com/mercedes-benz/a-class/specs
Mercedes-Benz,B-class Electric Drive,2017,https://www.caranddriver.com/mercedes-benz/b-class-electric-drive/specs
Mercedes-Benz,C-class,2017,https://www.caranddriver.com/mercedes-benz/c-class/specs
Mercedes-Benz,C63 AMG,2014,https://www.caranddriver.com/mercedes-benz/c63-amg/specs
Mercedes-Benz,CL-class,2014,https://www.caranddriver.com/mercedes-benz/cl-class/specs
Mercedes-Benz,CL63 / CL65 AMG,2014,https://www.caranddriver.com/mercedes-benz/cl63-/-cl65-amg/specs
Mercedes-Benz,CLA-class,2017,https://www.caranddriver.com/mercedes-benz/cla-class/specs
Mercedes-Benz,CLA-Class EV,2026,https://www.caranddriver.com/mercedes-benz/cla-class-ev/specs
Mercedes-Benz,CLE-class,2024,https://www.caranddriver.com/mercedes-benz/cle-class/specs
Mercedes-Benz,CLK-class,2009,https://www.caranddriver.com/mercedes-benz/clk-class/specs
Mercedes-Benz,CLS-class,2017,https://www.caranddriver.com/mercedes-benz/cls-class/specs
Mercedes-Benz,E-class,2017,https://www.caranddriver.com/mercedes-benz/e-class/specs
Mercedes-Benz,E-class Wagon,2017,https://www.caranddriver.com/mercedes-benz/e-class-wagon/specs
Mercedes-Benz,EQA,2022,https://www.caranddriver.com/mercedes-benz/eqa/specs
Mercedes-Benz,EQB,2022,https://www.caranddriver.com/mercedes-benz/eqb/specs
Mercedes-Benz,EQC,2021,https://www.caranddriver.com/mercedes-benz/eqc/specs
Mercedes-Benz,EQE,2023,https://www.caranddriver.com/mercedes-benz/eqe/specs
Mercedes-Benz,EQE SUV,2023,https://www.caranddriver.com/mercedes-benz/eqe-suv/specs
Mercedes-Benz,EQG,2025,https://www.caranddriver.com/mercedes-benz/eqg/specs
Mercedes-Benz,EQS,2022,https://www.caranddriver.com/mercedes-benz/eqs/specs
Mercedes-Benz,EQS SUV,2023,https://www.caranddriver.com/mercedes-benz/eqs-suv/specs
Mercedes-Benz,eSprinter,2024,https://www.caranddriver.com/mercedes-benz/esprinter/specs
Mercedes-Benz,F-cell,2013,https://www.caranddriver.com/mercedes-benz/f-cell/specs
Mercedes-Benz,G-class,2017,https://www.caranddriver.com/mercedes-benz/g-class/specs
Mercedes-Benz,G63 / G65 AMG,2015,https://www.caranddriver.com/mercedes-benz/g63-/-g65-amg/specs
Mercedes-Benz,GLA-class,2017,https://www.caranddriver.com/mercedes-benz/gla-class/specs
Mercedes-Benz,GLA45 AMG,2016,https://www.caranddriver.com/mercedes-benz/gla45-amg/specs
Mercedes-Benz,GLB-class,2020,https://www.caranddriver.com/mercedes-benz/glb-class/specs
Mercedes-Benz,GLC Coupe,2017,https://www.caranddriver.com/mercedes-benz/glc-coupe/specs
Mercedes-Benz,GLC-class,2017,https://www.caranddriver.com/mercedes-benz/glc-class/specs
Mercedes-Benz,GLC-Class Hybrid,2025,https://www.caranddriver.com/mercedes-benz/glc-class-hybrid/specs
Mercedes-Benz,GLE-class,2017,https://www.caranddriver.com/mercedes-benz/gle-class/specs
Mercedes-Benz,GLK-class,2015,https://www.caranddriver.com/mercedes-benz/glk-class/specs
Mercedes-Benz,GLS-class,2017,https://www.caranddriver.com/mercedes-benz/gls-class/specs
Mercedes-Benz,M-class,2015,https://www.caranddriver.com/mercedes-benz/m-class/specs
Mercedes-Benz,Metris,2017,https://www.caranddriver.com/mercedes-benz/metris/specs
Mercedes-Benz,ML63 AMG,2015,https://www.caranddriver.com/mercedes-benz/ml63-amg/specs
Mercedes-Benz,R-class,2012,https://www.caranddriver.com/mercedes-benz/r-class/specs
Mercedes-Benz,S-class,2017,https://www.caranddriver.com/mercedes-benz/s-class/specs
Mercedes-Benz,S63 / S65 AMG,2015,https://www.caranddriver.com/mercedes-benz/s63-/-s65-amg/specs
Mercedes-Benz,SL-class,2017,https://www.caranddriver.com/mercedes-benz/sl-class/specs
Mercedes-Benz,SLC-class,2017,https://www.caranddriver.com/mercedes-benz/slc-class/specs
Mercedes-Benz,SLK-class,2016,https://www.caranddriver.com/mercedes-benz/slk-class/specs
Mercedes-Benz,SLK55 AMG,2015,https://www.caranddriver.com/mercedes-benz/slk55-amg/specs
Mercedes-Benz,SLR-class,2009,https://www.caranddriver.com/mercedes-benz/slr-class/specs
Mercedes-Benz,SLS AMG,2015,https://www.caranddriver.com/mercedes-benz/sls-amg/specs
Mercedes-Benz,Sprinter,2017,https://www.caranddriver.com/mercedes-benz/sprinter/specs
Mercedes-Maybach,57,2012,https://www.caranddriver.com/mercedes-maybach/57/specs
Mercedes-Maybach,62,2012,https://www.caranddriver.com/mercedes-maybach/62/specs
Mercedes-Maybach,EQS SUV,2024,https://www.caranddriver.com/mercedes-maybach/eqs-suv/specs
Mercedes-Maybach,GLS-class,2021,https://www.caranddriver.com/mercedes-maybach/gls-class/specs
Mercedes-Maybach,Landaulet,2012,https://www.caranddriver.com/mercedes-maybach/landaulet/specs
Mercedes-Maybach,S-Class,2017,https://www.caranddriver.com/mercedes-maybach/s-class/specs
Mercedes-Maybach,SL-Class,2025,https://www.caranddriver.com/mercedes-maybach/sl-class/specs
Mercury,Mountaineer,2010,https://www.caranddriver.com/mercury/mountaineer/specs
Mini,Aceman,2025,https://www.caranddriver.com/mini/aceman/specs
Mini,Cooper Clubman / S,2017,https://www.caranddriver.com/mini/cooper-clubman-/-s/specs
Mini,Cooper Clubman JCW,2017,https://www.caranddriver.com/mini/cooper-clubman-jcw/specs
Mini,Cooper Coupe,2015,https://www.caranddriver.com/mini/cooper-coupe/specs
Mini,Cooper Coupe S / JCW,2015,https://www.caranddriver.com/mini/cooper-coupe-s-/-jcw/specs
Mini,Cooper Electric,2020,https://www.caranddriver.com/mini/cooper-electric/specs
Mini,Cooper Hardtop / Convertible,2017,https://www.caranddriver.com/mini/cooper-hardtop-/-convertible/specs
Mini,Cooper JCW,2017,https://www.caranddriver.com/mini/cooper-jcw/specs
Mini,Cooper Paceman,2016,https://www.caranddriver.com/mini/cooper-paceman/specs
Mini,Cooper Paceman S / JCW,2016,https://www.caranddriver.com/mini/cooper-paceman-s-/-jcw/specs
Mini,Cooper Roadster,2015,https://www.caranddriver.com/mini/cooper-roadster/specs
Mini,Cooper Roadster S / JCW,2015,https://www.caranddriver.com/mini/cooper-roadster-s-/-jcw/specs
Mini,Countryman,2017,https://www.caranddriver.com/mini/countryman/specs
Mini,Countryman Electric,2025,https://www.caranddriver.com/mini/countryman-electric/specs
Mini,Countryman JCW,2018,https://www.caranddriver.com/mini/countryman-jcw/specs
Mitsubishi,Eclipse,2012,https://www.caranddriver.com/mitsubishi/eclipse/specs
Mitsubishi,Eclipse Cross,2018,https://www.caranddriver.com/mitsubishi/eclipse-cross/specs
Mitsubishi,Endeavor,2011,https://www.caranddriver.com/mitsubishi/endeavor/specs
Mitsubishi,Galant,2012,https://www.caranddriver.com/mitsubishi/galant/specs
Mitsubishi,i-MiEV,2017,https://www.caranddriver.com/mitsubishi/i-miev/specs
Mitsubishi,Lancer,2017,https://www.caranddriver.com/mitsubishi/lancer/specs
Mitsubishi,Lancer Evolution,2015,https://www.caranddriver.com/mitsubishi/lancer-evolution/specs
Mitsubishi,Mirage,2017,https://www.caranddriver.com/mitsubishi/mirage/specs
Mitsubishi,Mirage G4,2017,https://www.caranddriver.com/mitsubishi/mirage-g4/specs
Mitsubishi,Outlander,2017,https://www.caranddriver.com/mitsubishi/outlander/specs
Mitsubishi,Outlander Sport,2017,https://www.caranddriver.com/mitsubishi/outlander-sport/specs
Mitsubishi,Raider,2009,https://www.caranddriver.com/mitsubishi/raider/specs
Nikola,Badger,2022,https://www.caranddriver.com/nikola/badger/specs
Nissan,Altima,2017,https://www.caranddriver.com/nissan/altima/specs
Nissan,Ariya,2023,https://www.caranddriver.com/nissan/ariya/specs
Nissan,Armada,2017,https://www.caranddriver.com/nissan/armada/specs
Nissan,Cube,2014,https://www.caranddriver.com/nissan/cube/specs
Nissan,Frontier,2017,https://www.caranddriver.com/nissan/frontier/specs
Nissan,GT-R,2017,https://www.caranddriver.com/nissan/gt-r/specs
Nissan,Juke,2017,https://www.caranddriver.com/nissan/juke/specs
Nissan,Juke NISMO / NISMO RS,2017,https://www.caranddriver.com/nissan/juke-nismo-/-nismo-rs/specs
Nissan,Kicks,2018,https://www.caranddriver.com/nissan/kicks/specs
Nissan,Leaf,2017,https://www.caranddriver.com/nissan/leaf/specs
Nissan,Maxima,2017,https://www.caranddriver.com/nissan/maxima/specs
Nissan,Murano,2017,https://www.caranddriver.com/nissan/murano/specs
Nissan,NV200,2017,https://www.caranddriver.com/nissan/nv200/specs
Nissan,NV1500 / 2500 / 3500,2017,https://www.caranddriver.com/nissan/nv1500-/-2500-/-3500/specs
Nissan,Pathfinder,2017,https://www.caranddriver.com/nissan/pathfinder/specs
Nissan,Rogue,2017,https://www.caranddriver.com/nissan/rogue/specs
Nissan,Rogue Sport,2017,https://www.caranddriver.com/nissan/rogue-sport/specs
Nissan,Sentra,2017,https://www.caranddriver.com/nissan/sentra/specs
Nissan,Sentra NISMO,2019,https://www.caranddriver.com/nissan/sentra-nismo/specs
Nissan,Titan,2017,https://www.caranddriver.com/nissan/titan/specs
Nissan,Titan XD,2017,https://www.caranddriver.com/nissan/titan-xd/specs
Nissan,Versa,2017,https://www.caranddriver.com/nissan/versa/specs
Nissan,Versa Note,2019,https://www.caranddriver.com/nissan/versa-note/specs
Nissan,Z,2017,https://www.caranddriver.com/nissan/z/specs
Pagani,Huayra,2019,https://www.caranddriver.com/pagani/huayra/specs
Pagani,Utopia,2023,https://www.caranddriver.com/pagani/utopia/specs
Polestar,Polestar 1,2020,https://www.caranddriver.com/polestar/polestar-1/specs
Polestar,Polestar 2,2021,https://www.caranddriver.com/polestar/polestar-2/specs
Polestar,Polestar 3,2025,https://www.caranddriver.com/polestar/polestar-3/specs
Polestar,Polestar 4,2025,https://www.caranddriver.com/polestar/polestar-4/specs
Polestar,Polestar 5,2024,https://www.caranddriver.com/polestar/polestar-5/specs
Polestar,Polestar 6,2026,https://www.caranddriver.com/polestar/polestar-6/specs
Ram,1500,2017,https://www.caranddriver.com/ram/1500/specs
Ram,1500 Ramcharger Hybrid,2025,https://www.caranddriver.com/ram/1500-ramcharger-hybrid/specs
Ram,1500 REV,2025,https://www.caranddriver.com/ram/1500-rev/specs
Ram,1500 RHO,2025,https://www.caranddriver.com/ram/1500-rho/specs
Ram,1500 TRX,2021,https://www.caranddriver.com/ram/1500-trx/specs
Ram,2500 / 3500,2017,https://www.caranddriver.com/ram/2500-/-3500/specs
Ram,ProMaster,2017,https://www.caranddriver.com/ram/promaster/specs
Ram,ProMaster City,2017,https://www.caranddriver.com/ram/promaster-city/specs
Ram,ProMaster EV,2024,https://www.caranddriver.com/ram/promaster-ev/specs
Ram,Rampage,2024,https://www.caranddriver.com/ram/rampage/specs
Rimac,Nevera,2022,https://www.caranddriver.com/rimac/nevera/specs
Jeep,Cherokee,2017,https://www.caranddriver.com/jeep/cherokee/specs
Jeep,Commander,2010,https://www.caranddriver.com/jeep/commander/specs
Jeep,Compass,2017,https://www.caranddriver.com/jeep/compass/specs
Jeep,Gladiator,2020,https://www.caranddriver.com/jeep/gladiator/specs
Jeep,Grand Cherokee,2017,https://www.caranddriver.com/jeep/grand-cherokee/specs
Jeep,Grand Cherokee L,2021,https://www.caranddriver.com/jeep/grand-cherokee-l/specs
Jeep,Grand Cherokee SRT,2017,https://www.caranddriver.com/jeep/grand-cherokee-srt/specs
Jeep,Grand Cherokee Trackhawk,2018,https://www.caranddriver.com/jeep/grand-cherokee-trackhawk/specs
Jeep,Grand Wagoneer,2022,https://www.caranddriver.com/jeep/grand-wagoneer/specs
Jeep,Liberty,2012,https://www.caranddriver.com/jeep/liberty/specs
Jeep,Patriot,2017,https://www.caranddriver.com/jeep/patriot/specs
Jeep,Recon EV,2024,https://www.caranddriver.com/jeep/recon-ev/specs
Jeep,Renegade,2017,https://www.caranddriver.com/jeep/renegade/specs
Jeep,Wagoneer,2022,https://www.caranddriver.com/jeep/wagoneer/specs
Jeep,Wagoneer S,2025,https://www.caranddriver.com/jeep/wagoneer-s/specs
Jeep,Wrangler,2017,https://www.caranddriver.com/jeep/wrangler/specs
Lincoln,Aviator,2020,https://www.caranddriver.com/lincoln/aviator/specs
Lincoln,Continental,2017,https://www.caranddriver.com/lincoln/continental/specs
